worker_id,worker_name,platform,city,delivery_type,age_group,experience_months,weekly_avg_earnings,subscription_status,risk_score,disruption_type,disruption_date,disruption_intensity,income_loss_percentage,claim_amount,claim_status,claim_approved_amount,days_worked_weekly,avg_delivery_distance_km,vehicle_type,zone_id,weather_condition,pollution_index,gps_accuracy_percent,claim_fraud_indicator,approval_date,payout_date,customer_rating,total_claims,premium_weekly,zone_safety_score
W1890,Naveen Gupta,Zomato,Chennai,Food Delivery,45-55,25,8117,inactive,55,Pollution Event,2026-03-28,Very High,46,3733.82,approved,3733.82,7,1.8,Two-wheeler,Z077,Clear,High,97.5,false,2026-03-29,2026-03-30,4.1,4,184,70
W1891,Richa Verma,Zomato,Chennai,Food Delivery,45-55,60,11437,active,46,App Downtime,2026-03-23,Very High,47,5375.39,approved,5375.39,7,1.9,Bicycle,Z048,Stormy,Very High,99.1,false,2026-03-24,2026-03-25,4.8,5,175,70
W1892,Aditya Gupta,Zomato,Pune,Food Delivery,35-45,56,8148,inactive,60,Curfew Alert,2026-03-08,High,26,2118.48,approved,2118.48,6,4.5,Three-wheeler,Z008,Clear,High,99.9,true,2026-03-09,2026-03-10,4.0,0,146,61
W1893,Nikhil Sharma,Zomato,Mumbai,Food Delivery,45-55,57,7152,active,41,Pollution Crisis,2026-04-10,Medium,22,1573.44,approved,1573.44,5,4.8,Bicycle,Z035,Hazy,High,99.1,false,2026-04-11,2026-04-12,4.7,3,149,80
W1894,Aditya Verma,Zomato,Kolkata,Food Delivery,35-45,17,4526,suspended,58,Heavy Pollution,2026-03-02,High,31,1403.06,approved,1403.06,6,2.1,Bicycle,Z061,Clear,Severe,98.8,false,2026-03-03,2026-03-04,4.8,3,149,68
W1895,Karthik Nair,Zomato,Mumbai,Food Delivery,25-35,53,11720,suspended,43,App Issue,2026-03-26,Low,11,1289.2,rejected,0,6,4.3,Bicycle,Z004,Stormy,Medium,99.3,false,2026-03-28,,4.7,2,133,67
W1896,Sakshi Desai,Zomato,Bangalore,Food Delivery,20-25,9,8448,suspended,56,Pollution Crisis,2026-03-07,Very High,45,3801.6,approved,3801.6,6,3.2,Three-wheeler,Z088,Very Hazy,High,97.4,false,2026-03-08,2026-03-09,4.1,2,172,52
W1897,Isha Singh,Zomato,Bangalore,Food Delivery,35-45,7,11500,suspended,45,App Downtime,2026-03-12,High,30,3450.0,approved,3450.0,3,1.8,Bicycle,Z010,Hazy,Very High,98.8,false,2026-03-13,2026-03-14,4.1,4,165,54
W1898,Isha Kumar,Zomato,Pune,Food Delivery,20-25,39,5018,active,36,App Crash,2026-03-20,Low,10,501.8,approved,501.8,6,2.5,Two-wheeler,Z056,Very Hazy,Medium,99.2,false,2026-03-21,2026-03-22,4.6,0,170,50
W1899,Ananya Das,Zomato,Hyderabad,Food Delivery,20-25,47,10187,active,48,Heavy Traffic Jam,2026-03-20,Very High,44,4482.28,approved,4482.28,4,1.7,Two-wheeler,Z070,Clear,Severe,98.3,false,2026-03-21,2026-03-22,4.9,2,155,79
W1900,Sanjay Desai,Zomato,Mumbai,Food Delivery,25-35,7,11133,active,56,Extreme Heat,2026-04-06,Low,13,1447.29,pending,0,6,4.9,Bicycle,Z056,Cloudy,Severe,97.7,false,2026-04-08,,4.6,2,124,67
W1901,Isha Gupta,Zomato,Kolkata,Food Delivery,25-35,39,8603,inactive,42,Extreme Heat,2026-03-31,Very High,43,3699.29,approved,3699.29,7,3.7,Three-wheeler,Z007,Cloudy,Medium,97.0,false,2026-04-01,2026-04-02,4.2,3,160,75
W1902,Rohan Singh,Zomato,Hyderabad,Food Delivery,20-25,31,5797,inactive,31,App Issue,2026-03-22,High,31,1797.07,approved,1797.07,6,3.1,Bicycle,Z019,Hazy,High,99.0,false,2026-03-23,2026-03-24,4.5,5,159,54
W1903,Nikita Nair,Zomato,Kolkata,Food Delivery,25-35,52,8679,suspended,46,Street Closure,2026-03-18,Low,10,867.9,pending,0,6,3.0,Bicycle,Z063,Very Hot,High,98.4,false,2026-03-20,,4.4,4,110,51
W1904,Nikhil Kumar,Zomato,Chennai,Food Delivery,45-55,45,11007,inactive,40,Flooding Event,2026-03-19,Low,13,1430.91,rejected,0,4,1.8,Bicycle,Z007,Clear,Low,97.8,false,2026-03-21,,4.1,0,158,75
W1905,Sandeep Desai,Zomato,Bangalore,Food Delivery,25-35,56,10139,active,44,Heavy Rain,2026-03-12,Very High,45,4562.55,rejected,0,7,4.7,Three-wheeler,Z080,Very Hot,Medium,99.3,false,2026-03-14,,4.0,4,126,61
W1906,Isha Singh,Zomato,Mumbai,Food Delivery,35-45,38,6975,inactive,42,Pollution Event,2026-03-15,Low,11,767.25,rejected,0,3,3.9,Bicycle,Z090,Cloudy,Low,99.9,false,2026-03-17,,4.5,4,124,52
W1907,Vinod Rao,Zomato,Mumbai,Food Delivery,25-35,6,6014,active,52,Severe Weather,2026-04-14,Very High,43,2586.02,rejected,0,4,2.3,Bicycle,Z062,Stormy,Low,97.2,false,2026-04-16,,4.1,2,172,55
W1908,Aditya Patel,Zomato,Kolkata,Food Delivery,25-35,52,10048,inactive,30,Extreme Rain,2026-03-27,Low,11,1105.28,pending,0,6,2.7,Bicycle,Z076,Very Hot,Very High,97.2,false,2026-03-29,,4.3,0,134,57
W1909,Ritika Nair,Zomato,Kolkata,Food Delivery,45-55,11,5025,suspended,52,Heavy Traffic Jam,2026-03-02,Low,12,603.0,approved,603.0,3,1.8,Three-wheeler,Z096,Clear,Low,99.1,false,2026-03-03,2026-03-04,4.9,4,180,63
W1910,Neha Patel,Zomato,Chennai,Food Delivery,35-45,56,10698,inactive,45,Street Strike,2026-03-28,Very High,40,4279.2,approved,4279.2,5,4.7,Three-wheeler,Z049,Clear,High,98.4,false,2026-03-29,2026-03-30,4.8,1,122,59
W1911,Nikita Sharma,Zomato,Chennai,Food Delivery,45-55,54,5398,suspended,54,Curfew Alert,2026-03-22,High,28,1511.44,pending,0,4,3.2,Three-wheeler,Z014,Stormy,Low,97.9,false,2026-03-24,,4.8,0,148,51
W1912,Deepika Nair,Zomato,Mumbai,Food Delivery,35-45,28,11958,inactive,31,Curfew Enforcement,2026-03-11,Very High,47,5620.26,pending,0,6,4.5,Three-wheeler,Z006,Hazy,High,99.1,false,2026-03-13,,4.9,2,195,54
W1913,Richa Sharma,Zomato,Pune,Food Delivery,45-55,56,9654,active,46,Curfew Enforcement,2026-03-04,High,26,2510.04,approved,2510.04,5,4.4,Two-wheeler,Z057,Cloudy,Severe,98.9,true,2026-03-05,2026-03-06,4.9,3,165,58
W1914,Richa Gupta,Zomato,Delhi,Food Delivery,35-45,10,7866,suspended,48,Market Strike,2026-04-02,Low,12,943.92,approved,943.92,3,3.1,Three-wheeler,Z085,Very Hazy,Low,98.3,false,2026-04-03,2026-04-04,4.0,4,109,78
W1915,Harsh Verma,Zomato,Delhi,Food Delivery,25-35,48,6348,suspended,53,Market Closure,2026-03-30,Very High,46,2920.08,approved,2920.08,3,2.6,Two-wheeler,Z059,Stormy,Low,97.9,false,2026-03-31,2026-04-01,4.8,3,101,52
W1916,Priyanka Rao,Zomato,Pune,Food Delivery,20-25,34,11975,inactive,47,Extreme Heat Wave,2026-03-12,High,36,4311.0,approved,4311.0,6,3.0,Bicycle,Z081,Very Hot,Very High,98.4,false,2026-03-13,2026-03-14,4.4,3,116,72
W1917,Ananya Desai,Zomato,Kolkata,Food Delivery,25-35,25,9302,active,38,Flash Flood,2026-03-01,Medium,16,1488.32,approved,1488.32,4,3.1,Two-wheeler,Z096,Hazy,Severe,98.4,false,2026-03-02,2026-03-03,4.2,3,135,75
W1918,Neha Nair,Zomato,Bangalore,Food Delivery,35-45,43,9284,inactive,55,Heat Wave,2026-04-14,Very High,50,4642.0,rejected,0,7,4.1,Bicycle,Z070,Rainy,Low,97.5,true,2026-04-16,,4.2,3,116,51
W1919,Naveen Verma,Zomato,Mumbai,Food Delivery,20-25,15,7430,inactive,56,Market Strike,2026-03-03,Low,14,1040.2,approved,1040.2,3,4.1,Three-wheeler,Z092,Clear,Very High,97.2,false,2026-03-04,2026-03-05,4.9,4,145,78
W1920,Richa Singh,Zomato,Mumbai,Food Delivery,45-55,30,10670,active,43,Local Strike,2026-03-27,Medium,24,2560.8,rejected,0,5,3.4,Three-wheeler,Z096,Clear,Very High,99.5,false,2026-03-29,,4.1,2,131,77
W1921,Rahul Nair,Zomato,Bangalore,Food Delivery,20-25,45,5713,active,40,Heavy Traffic Jam,2026-03-18,High,26,1485.38,pending,0,3,2.9,Three-wheeler,Z003,Very Hazy,Very High,98.6,false,2026-03-20,,4.8,5,171,65
W1922,Sandeep Nair,Zomato,Pune,Food Delivery,20-25,54,4958,active,50,Extreme Rain,2026-03-28,Very High,45,2231.1,pending,0,5,3.3,Two-wheeler,Z092,Stormy,Severe,97.7,false,2026-03-30,,4.8,2,155,51
W1923,Vishal Rao,Zomato,Mumbai,Food Delivery,20-25,30,6760,suspended,57,Heavy Traffic Jam,2026-04-13,Medium,22,1487.2,approved,1487.2,7,4.3,Three-wheeler,Z037,Very Hot,Severe,99.8,false,2026-04-14,2026-04-15,4.8,2,195,67
W1924,Riya Kumar,Zomato,Chennai,Food Delivery,25-35,37,9864,suspended,48,Extreme Rain,2026-03-11,Very High,46,4537.44,approved,4537.44,5,1.9,Two-wheeler,Z001,Cloudy,Low,97.9,false,2026-03-12,2026-03-13,4.8,0,179,67
W1925,Karthik Gupta,Zomato,Delhi,Food Delivery,25-35,40,8661,active,47,Heat Wave,2026-03-12,Very High,44,3810.84,approved,3810.84,6,2.1,Two-wheeler,Z065,Hazy,Low,98.3,false,2026-03-13,2026-03-14,4.3,1,101,61
W1926,Rohan Nair,Zomato,Mumbai,Food Delivery,35-45,9,5459,active,40,Flooding Event,2026-03-17,Very High,41,2238.19,approved,2238.19,6,3.4,Three-wheeler,Z087,Stormy,High,97.0,false,2026-03-18,2026-03-19,4.1,4,195,72
W1927,Divya Nair,Zomato,Mumbai,Food Delivery,35-45,53,5258,inactive,33,Flooding,2026-03-02,Low,15,788.7,approved,788.7,3,4.9,Bicycle,Z048,Rainy,High,98.2,false,2026-03-03,2026-03-04,4.9,1,127,75
W1928,Kavya Gupta,Zomato,Pune,Food Delivery,45-55,41,9183,suspended,38,Pollution Event,2026-03-15,Very High,49,4499.67,approved,4499.67,3,3.5,Two-wheeler,Z087,Hazy,Medium,99.5,false,2026-03-16,2026-03-17,4.0,0,146,63
W1929,Manoj Das,Zomato,Chennai,Food Delivery,25-35,25,11294,active,36,Curfew Alert,2026-03-14,High,27,3049.38,approved,3049.38,5,3.4,Two-wheeler,Z073,Clear,Very High,98.1,false,2026-03-15,2026-03-16,4.9,3,138,56
W1930,Sneha Rao,Zomato,Mumbai,Food Delivery,35-45,50,9383,inactive,41,Pollution Spike,2026-04-05,Low,13,1219.79,approved,1219.79,7,3.5,Two-wheeler,Z038,Very Hot,Medium,99.3,false,2026-04-06,2026-04-07,4.5,4,170,68
W1931,Manish Das,Zomato,Bangalore,Food Delivery,25-35,18,4564,inactive,34,App Downtime,2026-03-14,Medium,18,821.52,pending,0,7,3.7,Two-wheeler,Z014,Cloudy,Severe,98.1,true,2026-03-16,,4.1,0,178,73
W1932,Kavya Gupta,Zomato,Delhi,Food Delivery,20-25,55,7042,active,54,App Issue,2026-04-04,Very High,46,3239.32,rejected,0,7,2.6,Two-wheeler,Z064,Cloudy,Medium,98.1,false,2026-04-06,,4.2,2,161,73
W1933,Rohan Desai,Zomato,Chennai,Food Delivery,45-55,38,4737,inactive,36,Curfew Alert,2026-03-13,Low,10,473.7,approved,473.7,4,4.6,Two-wheeler,Z073,Very Hot,Low,97.3,false,2026-03-14,2026-03-15,4.5,2,159,65
W1934,Neha Gupta,Zomato,Mumbai,Food Delivery,25-35,12,4526,suspended,46,Market Strike,2026-04-10,Very High,43,1946.18,rejected,0,6,3.3,Bicycle,Z023,Very Hazy,Low,99.6,false,2026-04-12,,4.9,3,101,50
W1935,Rahul Das,Zomato,Bangalore,Food Delivery,20-25,25,10454,active,41,Flooding Event,2026-04-04,High,37,3867.98,approved,3867.98,7,4.8,Three-wheeler,Z070,Stormy,Low,99.0,false,2026-04-05,2026-04-06,4.1,5,136,53
W1936,Richa Desai,Zomato,Hyderabad,Food Delivery,20-25,19,5510,active,47,Heavy Rain,2026-04-03,Medium,19,1046.9,pending,0,3,3.7,Three-wheeler,Z093,Hazy,High,99.6,false,2026-04-05,,4.6,0,134,78
W1937,Naveen Verma,Zomato,Delhi,Food Delivery,35-45,40,7589,suspended,44,Severe Weather,2026-04-10,Medium,21,1593.69,approved,1593.69,4,1.8,Two-wheeler,Z086,Very Hazy,Low,98.2,false,2026-04-11,2026-04-12,4.7,3,138,51
W1938,Karthik Desai,Zomato,Pune,Food Delivery,25-35,46,4699,suspended,45,Zone Lockdown,2026-04-05,Low,11,516.89,rejected,0,7,2.1,Bicycle,Z100,Hazy,Medium,98.3,false,2026-04-07,,4.4,4,167,65
W1939,Priya Sharma,Zomato,Delhi,Food Delivery,45-55,40,9715,active,37,Market Closure,2026-03-29,Medium,16,1554.4,approved,1554.4,4,4.9,Two-wheeler,Z062,Cloudy,High,98.1,false,2026-03-30,2026-03-31,4.3,4,177,58
W1940,Harsh Verma,Zomato,Kolkata,Food Delivery,45-55,40,5802,inactive,37,Zone Lockdown,2026-03-03,High,40,2320.8,rejected,0,6,2.0,Bicycle,Z040,Stormy,Low,99.7,false,2026-03-05,,4.5,5,151,58
W1941,Rajesh Singh,Zomato,Chennai,Food Delivery,35-45,32,7663,active,33,Street Strike,2026-04-09,Very High,48,3678.24,approved,3678.24,6,2.7,Two-wheeler,Z041,Hazy,High,97.4,false,2026-04-10,2026-04-11,4.6,3,151,64
W1942,Sakshi Desai,Zomato,Hyderabad,Food Delivery,45-55,16,5608,suspended,43,Curfew Alert,2026-04-09,High,26,1458.08,rejected,0,3,1.8,Three-wheeler,Z014,Clear,Severe,97.5,false,2026-04-11,,4.9,1,171,63
W1943,Naveen Nair,Zomato,Bangalore,Food Delivery,25-35,59,8894,suspended,54,Street Strike,2026-04-03,Very High,42,3735.48,approved,3735.48,5,3.8,Three-wheeler,Z055,Cloudy,Severe,99.1,false,2026-04-04,2026-04-05,4.6,3,111,51
W1944,Vishal Rao,Zomato,Delhi,Food Delivery,35-45,47,9043,active,47,Severe Weather,2026-03-20,Medium,22,1989.46,approved,1989.46,5,4.4,Bicycle,Z021,Very Hot,Medium,98.4,false,2026-03-21,2026-03-22,4.4,5,151,51
W1945,Neha Singh,Zomato,Kolkata,Food Delivery,45-55,24,11507,inactive,50,App Issue,2026-03-03,Very High,41,4717.87,approved,4717.87,7,4.2,Bicycle,Z011,Rainy,Low,98.7,false,2026-03-04,2026-03-05,4.4,5,175,77
W1946,Karthik Sharma,Zomato,Delhi,Food Delivery,20-25,9,5287,inactive,58,Curfew Lockdown,2026-03-18,Very High,42,2220.54,rejected,0,5,4.5,Bicycle,Z089,Clear,Low,99.6,false,2026-03-20,,4.2,5,116,60
W1947,Divya Desai,Zomato,Pune,Food Delivery,20-25,37,10838,active,35,Severe Waterlogging,2026-03-27,Very High,45,4877.1,rejected,0,7,4.6,Two-wheeler,Z096,Very Hot,Low,98.8,false,2026-03-29,,4.7,0,115,76
W1948,Anita Singh,Zomato,Pune,Food Delivery,20-25,46,5702,inactive,31,Extreme Rain,2026-03-27,High,30,1710.6,approved,1710.6,6,5.0,Three-wheeler,Z032,Hazy,Severe,98.9,true,2026-03-28,2026-03-29,4.7,2,117,79
W1949,Sneha Rao,Zomato,Kolkata,Food Delivery,25-35,24,8588,inactive,51,Heavy Traffic Jam,2026-03-17,Low,9,772.92,rejected,0,3,2.0,Three-wheeler,Z090,Very Hazy,High,97.6,false,2026-03-19,,4.5,3,143,61
W1950,Arjun Nair,Zomato,Delhi,Food Delivery,20-25,22,10428,active,51,Severe Pollution,2026-03-21,Medium,23,2398.44,approved,2398.44,4,1.7,Two-wheeler,Z052,Hazy,Medium,97.1,false,2026-03-22,2026-03-23,4.2,1,177,80
W1951,Anita Gupta,Zomato,Delhi,Food Delivery,25-35,20,10854,suspended,34,Street Closure,2026-04-14,High,36,3907.44,rejected,0,7,3.0,Three-wheeler,Z089,Cloudy,High,99.5,false,2026-04-16,,4.3,3,158,54
W1952,Harsh Das,Zomato,Hyderabad,Food Delivery,25-35,56,11609,suspended,55,Curfew Lockdown,2026-03-14,High,28,3250.52,pending,0,3,2.9,Bicycle,Z085,Stormy,Low,97.1,false,2026-03-16,,4.6,4,137,59
W1953,Sakshi Desai,Zomato,Hyderabad,Food Delivery,20-25,30,9710,inactive,34,Severe Waterlogging,2026-03-09,Medium,21,2039.1,approved,2039.1,7,2.7,Bicycle,Z061,Stormy,Low,99.8,true,2026-03-10,2026-03-11,4.2,4,175,52
W1954,Rajesh Rao,Zomato,Chennai,Food Delivery,35-45,55,11451,suspended,53,Extreme Heat Wave,2026-03-15,High,36,4122.36,rejected,0,5,4.9,Bicycle,Z019,Stormy,Medium,97.8,false,2026-03-17,,4.3,5,159,72
W1955,Priya Nair,Zomato,Chennai,Food Delivery,20-25,52,6460,suspended,40,Street Strike,2026-04-11,High,32,2067.2,approved,2067.2,6,3.4,Bicycle,Z035,Stormy,High,98.8,true,2026-04-12,2026-04-13,4.5,5,193,76
W1956,Divya Patel,Zomato,Mumbai,Food Delivery,20-25,17,7723,inactive,50,Flooding,2026-03-07,Low,13,1003.99,approved,1003.99,5,4.2,Bicycle,Z065,Very Hazy,Medium,99.2,false,2026-03-08,2026-03-09,5.0,0,162,51
W1957,Deepika Kumar,Zomato,Mumbai,Food Delivery,20-25,46,7794,active,42,Market Strike,2026-03-14,Medium,22,1714.68,rejected,0,4,4.8,Bicycle,Z085,Stormy,Medium,97.4,false,2026-03-16,,4.5,0,198,65
W1958,Arjun Nair,Zomato,Delhi,Food Delivery,20-25,36,8705,suspended,55,Zone Lockdown,2026-04-11,Medium,22,1915.1,pending,0,7,3.2,Bicycle,Z043,Clear,Medium,98.8,false,2026-04-13,,4.4,1,149,68
W1959,Sandeep Nair,Zomato,Delhi,Food Delivery,35-45,12,11597,suspended,55,Street Closure,2026-04-04,Medium,23,2667.31,approved,2667.31,6,4.9,Bicycle,Z020,Very Hazy,Medium,98.2,false,2026-04-05,2026-04-06,4.7,0,112,63
W1960,Sanjay Singh,Zomato,Hyderabad,Food Delivery,25-35,36,6827,inactive,57,App Downtime,2026-04-04,Very High,41,2799.07,approved,2799.07,5,4.1,Two-wheeler,Z027,Rainy,Very High,98.7,true,2026-04-05,2026-04-06,4.2,5,127,70
W1961,Anjali Gupta,Zomato,Chennai,Food Delivery,45-55,53,5276,inactive,42,Severe Pollution,2026-04-10,Low,10,527.6,approved,527.6,3,4.3,Two-wheeler,Z022,Very Hot,Severe,98.2,false,2026-04-11,2026-04-12,4.6,4,145,78
W1962,Kavya Gupta,Zomato,Kolkata,Food Delivery,35-45,13,9714,active,60,Heavy Pollution,2026-03-15,Low,14,1359.96,approved,1359.96,3,3.6,Two-wheeler,Z043,Clear,Very High,99.4,false,2026-03-16,2026-03-17,5.0,1,121,73
W1963,Divya Gupta,Zomato,Pune,Food Delivery,35-45,49,11402,inactive,54,Flooding Event,2026-03-12,Very High,48,5472.96,pending,0,6,2.6,Two-wheeler,Z010,Cloudy,High,97.5,false,2026-03-14,,4.8,1,168,65
W1964,Rohan Kumar,Zomato,Delhi,Food Delivery,25-35,52,5294,inactive,57,Market Closure,2026-03-20,High,33,1747.02,approved,1747.02,7,4.0,Three-wheeler,Z085,Hazy,High,99.8,false,2026-03-21,2026-03-22,5.0,5,149,55
W1965,Harsh Verma,Zomato,Mumbai,Food Delivery,45-55,34,9946,active,57,Severe Pollution,2026-03-29,Medium,25,2486.5,rejected,0,7,2.7,Bicycle,Z057,Rainy,High,99.0,false,2026-03-31,,4.2,0,182,79
W1966,Divya Kumar,Zomato,Mumbai,Food Delivery,45-55,14,4655,inactive,41,Street Closure,2026-03-07,High,33,1536.15,approved,1536.15,6,3.0,Two-wheeler,Z080,Very Hot,Very High,99.1,false,2026-03-08,2026-03-09,4.4,0,111,73
W1967,Ritika Kumar,Zomato,Bangalore,Food Delivery,20-25,55,5164,active,35,Pollution Crisis,2026-04-11,High,35,1807.4,rejected,0,6,3.9,Three-wheeler,Z048,Very Hot,Very High,98.1,false,2026-04-13,,4.9,5,117,68
W1968,Manish Gupta,Zomato,Mumbai,Food Delivery,35-45,6,8048,suspended,40,Street Strike,2026-03-02,Medium,18,1448.64,approved,1448.64,3,3.6,Three-wheeler,Z055,Stormy,Medium,97.3,false,2026-03-03,2026-03-04,4.5,0,153,76
W1969,Sandeep Das,Zomato,Bangalore,Food Delivery,25-35,59,11343,active,40,Flash Flood,2026-03-19,Medium,23,2608.89,pending,0,3,4.8,Bicycle,Z068,Rainy,Very High,97.4,false,2026-03-21,,4.1,4,183,62
W1970,Divya Rao,Zomato,Chennai,Food Delivery,20-25,33,7761,active,42,Street Strike,2026-03-04,Medium,21,1629.81,rejected,0,3,2.7,Two-wheeler,Z035,Rainy,Low,98.3,false,2026-03-06,,4.6,5,160,64
W1971,Arjun Das,Zomato,Mumbai,Food Delivery,45-55,34,4764,suspended,59,Street Strike,2026-03-25,Low,15,714.6,approved,714.6,7,3.0,Two-wheeler,Z020,Clear,Severe,99.5,false,2026-03-26,2026-03-27,4.2,4,185,74
W1972,Anita Nair,Zomato,Pune,Food Delivery,45-55,60,9113,suspended,46,Severe Weather,2026-04-02,Medium,19,1731.47,approved,1731.47,6,2.7,Three-wheeler,Z068,Cloudy,Very High,98.6,false,2026-04-03,2026-04-04,5.0,3,132,79
W1973,Rohan Patel,Zomato,Mumbai,Food Delivery,45-55,10,11867,inactive,38,Curfew Alert,2026-03-22,High,25,2966.75,approved,2966.75,4,4.5,Two-wheeler,Z050,Very Hot,Medium,99.1,false,2026-03-23,2026-03-24,4.1,2,148,64
W1974,Kavya Singh,Zomato,Mumbai,Food Delivery,25-35,24,10663,inactive,39,Street Strike,2026-04-11,Low,11,1172.93,rejected,0,3,3.0,Three-wheeler,Z008,Very Hazy,High,98.9,false,2026-04-13,,4.7,1,184,53
W1975,Deepika Desai,Zomato,Pune,Food Delivery,45-55,40,5202,active,33,Extreme Conditions,2026-04-11,Low,13,676.26,approved,676.26,7,4.0,Bicycle,Z031,Very Hot,Severe,99.3,false,2026-04-12,2026-04-13,4.3,3,176,51
W1976,Anjali Das,Zomato,Delhi,Food Delivery,20-25,55,7343,suspended,55,Curfew Enforcement,2026-03-05,High,28,2056.04,pending,0,4,3.7,Two-wheeler,Z064,Very Hazy,Severe,99.6,false,2026-03-07,,4.6,0,179,71
W1977,Arjun Das,Zomato,Mumbai,Food Delivery,20-25,46,7963,suspended,32,Extreme Conditions,2026-03-19,High,27,2150.01,rejected,0,6,4.5,Three-wheeler,Z013,Rainy,Very High,99.2,false,2026-03-21,,4.2,4,135,55
W1978,Rajesh Das,Zomato,Mumbai,Food Delivery,35-45,53,8750,suspended,41,Curfew Enforcement,2026-03-10,High,25,2187.5,approved,2187.5,7,3.8,Three-wheeler,Z092,Cloudy,Severe,99.8,false,2026-03-11,2026-03-12,4.7,1,136,50
W1979,Amit Verma,Zomato,Bangalore,Food Delivery,35-45,10,10614,suspended,57,Pollution Spike,2026-03-06,Very High,45,4776.3,pending,0,7,3.6,Two-wheeler,Z099,Clear,High,98.8,false,2026-03-08,,4.9,3,133,70
W1980,Sandeep Desai,Zomato,Hyderabad,Food Delivery,25-35,17,7472,active,49,Street Closure,2026-03-03,Low,8,597.76,approved,597.76,6,2.3,Three-wheeler,Z080,Stormy,Medium,99.9,false,2026-03-04,2026-03-05,4.9,3,189,74
W1981,Manish Kumar,Zomato,Hyderabad,Food Delivery,25-35,33,8646,active,37,Street Strike,2026-04-12,High,36,3112.56,approved,3112.56,4,3.9,Three-wheeler,Z069,Stormy,Medium,97.3,false,2026-04-13,2026-04-14,4.6,0,115,60
W1982,Ritika Gupta,Zomato,Hyderabad,Food Delivery,20-25,49,7536,active,36,Street Strike,2026-04-04,High,36,2712.96,approved,2712.96,4,4.7,Two-wheeler,Z061,Hazy,Low,98.5,false,2026-04-05,2026-04-06,4.6,1,115,64
W1983,Karthik Patel,Zomato,Bangalore,Food Delivery,25-35,23,6422,inactive,52,Flooding,2026-03-07,Medium,24,1541.28,approved,1541.28,6,4.3,Three-wheeler,Z042,Very Hot,Medium,98.6,false,2026-03-08,2026-03-09,4.2,1,147,50
W1984,Rajesh Das,Zomato,Kolkata,Food Delivery,35-45,52,8786,active,58,Heat Wave,2026-04-03,Medium,24,2108.64,approved,2108.64,3,3.2,Bicycle,Z070,Clear,Severe,98.1,false,2026-04-04,2026-04-05,4.7,4,156,73
W1985,Sakshi Desai,Zomato,Kolkata,Food Delivery,20-25,55,8004,active,50,Market Closure,2026-03-24,Very High,43,3441.72,rejected,0,3,3.3,Three-wheeler,Z046,Very Hazy,Medium,99.4,false,2026-03-26,,4.4,1,190,71
W1986,Ananya Das,Zomato,Delhi,Food Delivery,20-25,11,7531,active,57,Flooding,2026-04-10,Very High,40,3012.4,approved,3012.4,5,4.2,Three-wheeler,Z057,Very Hot,High,99.2,false,2026-04-11,2026-04-12,4.5,5,186,63
W1987,Isha Gupta,Zomato,Bangalore,Food Delivery,45-55,6,8800,active,57,App Downtime,2026-04-14,High,32,2816.0,pending,0,4,3.4,Bicycle,Z071,Cloudy,Low,99.3,false,2026-04-16,,4.2,1,184,77
W1988,Richa Das,Zomato,Chennai,Food Delivery,25-35,54,9785,inactive,55,App Crash,2026-03-25,High,34,3326.9,approved,3326.9,3,2.1,Three-wheeler,Z050,Clear,Medium,97.4,false,2026-03-26,2026-03-27,5.0,5,126,75
W1989,Pooja Das,Zomato,Pune,Food Delivery,25-35,43,9134,suspended,53,Pollution Crisis,2026-03-08,Medium,23,2100.82,approved,2100.82,6,1.8,Bicycle,Z049,Rainy,Very High,98.7,false,2026-03-09,2026-03-10,4.2,4,133,60
W1990,Vikram Kumar,Zomato,Pune,Food Delivery,25-35,45,5654,active,42,Flooding,2026-04-07,Very High,40,2261.6,approved,2261.6,4,3.2,Three-wheeler,Z090,Very Hot,Low,99.2,false,2026-04-08,2026-04-09,4.4,1,181,50
W1991,Deepika Das,Zomato,Pune,Food Delivery,25-35,26,9632,active,51,Street Closure,2026-03-25,High,27,2600.64,approved,2600.64,4,2.6,Bicycle,Z068,Very Hazy,Severe,98.7,false,2026-03-26,2026-03-27,4.7,4,165,74
W1992,Kavya Das,Zomato,Hyderabad,Food Delivery,20-25,6,8271,active,39,Street Strike,2026-03-12,Medium,21,1736.91,approved,1736.91,4,4.2,Three-wheeler,Z066,Rainy,Severe,98.9,false,2026-03-13,2026-03-14,4.7,2,133,75
W1993,Pooja Verma,Zomato,Bangalore,Food Delivery,25-35,17,8035,suspended,52,Curfew Alert,2026-04-01,Very High,43,3455.05,pending,0,4,4.2,Two-wheeler,Z092,Very Hazy,Low,99.0,false,2026-04-03,,4.1,2,129,66
W1994,Anjali Verma,Zomato,Kolkata,Food Delivery,45-55,27,10818,inactive,46,Local Strike,2026-03-17,Medium,16,1730.88,pending,0,3,3.4,Two-wheeler,Z009,Stormy,Severe,99.5,false,2026-03-19,,4.3,1,176,52
W1995,Vishal Singh,Zomato,Bangalore,Food Delivery,35-45,45,10166,inactive,39,Pollution Crisis,2026-03-01,Medium,15,1524.9,approved,1524.9,4,1.9,Two-wheeler,Z063,Very Hazy,Low,98.3,true,2026-03-02,2026-03-03,4.0,1,190,57
